0.0044	0.01573	0
0.03933	0.01573	0
0.10795	0.01573	0
0.20775	0.01573	0
0.33515	0.01573	0
0.48552	0.01573	0
0.65345	0.01573	0
0.83286	0.01573	0
1.01725	0.01573	0
1.19998	0.01573	0
1.37444	0.01573	0
1.53431	0.01573	0
1.67383	0.01573	0
1.78795	0.01573	0
1.87254	0.01573	0
1.92455	0.01573	0
0.0044	0.07826	0
0.03933	0.07826	0
0.10795	0.07826	0
0.20775	0.07826	0
0.33515	0.07826	0
0.48552	0.07826	0
0.65345	0.07826	0
0.83286	0.07826	0
1.01725	0.07826	0
1.19998	0.07826	0
1.37444	0.07826	0
1.53431	0.07826	0
1.67383	0.07826	0
1.78795	0.07826	0
1.87254	0.07826	0
1.92455	0.07826	0
0.0044	0.20178	0
0.03933	0.20178	0
0.10795	0.20178	0
0.20775	0.20178	0
0.33515	0.20178	0
0.48552	0.20178	0
0.65345	0.20178	0
0.83286	0.20178	0
1.01725	0.20178	0
1.19998	0.20178	0
1.37444	0.20178	0
1.53431	0.20178	0
1.67383	0.20178	0
1.78795	0.20178	0
1.87254	0.20178	0
1.92455	0.20178	0
0.0044	0.38325	0
0.03933	0.38325	0
0.10795	0.38325	0
0.20775	0.38325	0
0.33515	0.38325	0
0.48552	0.38325	0
0.65345	0.38325	0
0.83286	0.38325	0
1.01725	0.38325	0
1.19998	0.38325	0
1.37444	0.38325	0
1.53431	0.38325	0
1.67383	0.38325	0
1.78795	0.38325	0
1.87254	0.38325	0
1.92455	0.38325	0
0.00426	0.58358	0
0.03814	0.58358	0
0.10467	0.58358	0
0.20145	0.58358	0
0.32498	0.58358	0
0.47079	0.58358	0
0.63362	0.58358	0
0.80758	0.58358	0
0.98638	0.58358	0
1.16357	0.58358	0
1.33273	0.58358	0
1.48775	0.58358	0
1.62303	0.58358	0
1.73369	0.58358	0
1.81571	0.58358	0
1.86614	0.58358	0
0.00397	0.79108	0
0.03555	0.79108	0
0.09756	0.79108	0
0.18776	0.79108	0
0.3029	0.79108	0
0.4388	0.79108	0
0.59057	0.79108	0
0.75271	0.79108	0
0.91936	0.79108	0
1.08451	0.79108	0
1.24218	0.79108	0
1.38667	0.79108	0
1.51276	0.79108	0
1.61589	0.79108	0
1.69235	0.79108	0
1.73935	0.79108	0
0.00372	1.04037	0
0.0333	1.04037	0
0.0914	1.04037	0
0.1759	1.04037	0
0.28377	1.04037	0
0.41109	1.04037	0
0.55328	1.04037	0
0.70518	1.04037	0
0.86131	1.04037	0
1.01602	1.04037	0
1.16374	1.04037	0
1.2991	1.04037	0
1.41723	1.04037	0
1.51385	1.04037	0
1.58548	1.04037	0
1.62952	1.04037	0
0.00353	1.32659	0
0.03154	1.32659	0
0.08655	1.32659	0
0.16658	1.32659	0
0.26873	1.32659	0
0.38931	1.32659	0
0.52395	1.32659	0
0.66781	1.32659	0
0.81566	1.32659	0
0.96218	1.32659	0
1.10206	1.32659	0
1.23025	1.32659	0
1.34212	1.32659	0
1.43362	1.32659	0
1.50145	1.32659	0
1.54316	1.32659	0
0.00332	1.6321	0
0.02966	1.6321	0
0.08138	1.6321	0
0.15663	1.6321	0
0.25268	1.6321	0
0.36605	1.6321	0
0.49266	1.6321	0
0.62791	1.6321	0
0.76694	1.6321	0
0.9047	1.6321	0
1.03623	1.6321	0
1.15676	1.6321	0
1.26195	1.6321	0
1.34799	1.6321	0
1.41176	1.6321	0
1.45098	1.6321	0
0.0031	1.94938	0
0.0277	1.94938	0
0.07601	1.94938	0
0.1463	1.94938	0
0.23601	1.94938	0
0.3419	1.94938	0
0.46015	1.94938	0
0.58649	1.94938	0
0.71634	1.94938	0
0.84501	1.94938	0
0.96786	1.94938	0
1.08045	1.94938	0
1.17869	1.94938	0
1.25905	1.94938	0
1.31862	1.94938	0
1.35525	1.94938	0
0.00287	2.27062	0
0.02572	2.27062	0
0.07058	2.27062	0
0.13583	2.27062	0
0.21913	2.27062	0
0.31745	2.27062	0
0.42724	2.27062	0
0.54454	2.27062	0
0.66511	2.27062	0
0.78458	2.27062	0
0.89864	2.27062	0
1.00318	2.27062	0
1.0944	2.27062	0
1.16901	2.27062	0
1.22432	2.27062	0
1.25832	2.27062	0
0.00266	2.5879	0
0.02376	2.5879	0
0.06521	2.5879	0
0.1255	2.5879	0
0.20246	2.5879	0
0.2933	2.5879	0
0.39474	2.5879	0
0.50312	2.5879	0
0.61451	2.5879	0
0.72489	2.5879	0
0.83028	2.5879	0
0.92686	2.5879	0
1.01114	2.5879	0
1.08007	2.5879	0
1.13117	2.5879	0
1.16259	2.5879	0
0.00245	2.89341	0
0.02188	2.89341	0
0.06004	2.89341	0
0.11555	2.89341	0
0.18641	2.89341	0
0.27004	2.89341	0
0.36344	2.89341	0
0.46322	2.89341	0
0.56578	2.89341	0
0.66742	2.89341	0
0.76445	2.89341	0
0.85337	2.89341	0
